name,name_for_emails,phone,website,address,street,city,postal_code,latitude,longitude,time_zone,working_hours,working_hours_csv_compatible,verified,owner_id,owner_title,owner_link,cid,kgmid
GlobalFMS,Globalfms,+95 9 257 096 606,http://globalfms.com.mm/,"No. B4-1, Yadanar Lane, Between 32nd St and 33rd St, 77th St and 78th Street, မန္တလေး","No. B4-1, Yadanar Lane, Between 32nd St and 33rd St, 77th St and 78th Street",မန္တလေး,,21.941392000000000,96.0873850,Asia/Rangoon,,,False,None,GlobalFMS,,6.9410102515350548e+18,/g/11t468z54_
"DENKO, Insein_01 _ _ YGN",Denko Insein_01 _ _ Ygn,+95 9 940 549233,http://www.denkomyanmar.com/,"Insein Rd, Yangon",Insein Rd,Yangon,,16.8861010,96.1096610,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,"DENKO, Insein_01 _ _ YGN",https://www.google.com/maps/contrib/101409379585887619038,-9.2233720368547758e+18,/g/11c44w_jlc
New Day Energy,New Day Energy,+95 1 570 845,,"R5P4+F57, Kabar Aye Pagoda Rd, Yangon","R5P4+F57, Kabar Aye Pagoda Rd",Yangon,,16.8361680,96.1554320,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,New Day Energy,,-9.2233720368547758e+18,/g/1tkjnhvz
New Day,New Day,+95 1 564 042,,"R5MH+VFM, 70 Wai Za Yan Tar Rd, Yangon","R5MH+VFM, 70 Wai Za Yan Tar Rd",Yangon,,16.8342750,96.178097,Asia/Rangoon,"{""Monday"": [""5AM-10PM""], ""Tuesday"": [""5AM-10PM""], ""Wednesday"": [""5AM-10PM""], ""Thursday"": [""5AM-10PM""], ""Friday"": [""5AM-10PM""], ""Saturday"": [""5AM-10PM""], ""Sunday"": [""5AM-10PM""]}","Sunday,5AM,10PM|Monday,5AM,10PM|Tuesday,5AM,10PM|Wednesday,5AM,10PM|Thursday,5AM,10PM|Friday,5AM,10PM|Saturday,5AM,10PM",False,None,New Day,,-9.2233720368547758e+18,/g/11cr_0gyg_
New Day,New Day,+95 1 291 904,,"Q5FF+QV8, Between 55 and 56 St., Maha Bandula Road, Yangon","Q5FF+QV8, Between 55 and 56 St., Maha Bandula Road",Yangon,,16.7740230,96.1745530,Asia/Rangoon,"{""Monday"": [""6AM-11PM""], ""Tuesday"": [""6AM-11PM""], ""Wednesday"": [""6AM-11PM""], ""Thursday"": [""6AM-11PM""], ""Friday"": [""6AM-11PM""], ""Saturday"": [""6AM-11PM""], ""Sunday"": [""6AM-11PM""]}","Sunday,6AM,11PM|Monday,6AM,11PM|Tuesday,6AM,11PM|Wednesday,6AM,11PM|Thursday,6AM,11PM|Friday,6AM,11PM|Saturday,6AM,11PM",False,None,New Day,,1.0912966586316838e+17,/g/11b75lb5zp
"DENKO, Bahan_01 _ _ YGN",Denko Bahan_01 _ _ Ygn,+95 9 940 549231,http://www.denkomyanmar.com/,"U Wisara Rd, Yangon",U Wisara Rd,Yangon,,16.8030020,96.1440580,Asia/Rangoon,"{""Monday"": [""4AM-10PM""], ""Tuesday"": [""4AM-10PM""], ""Wednesday"": [""4AM-10PM""], ""Thursday"": [""4AM-10PM""], ""Friday"": [""4AM-10PM""], ""Saturday"": [""4AM-10PM""], ""Sunday"": [""4AM-10PM""]}","Sunday,4AM,10PM|Monday,4AM,10PM|Tuesday,4AM,10PM|Wednesday,4AM,10PM|Thursday,4AM,10PM|Friday,4AM,10PM|Saturday,4AM,10PM",True,-9.2233720368547758e+18,"DENKO, Bahan_01 _ _ YGN",https://www.google.com/maps/contrib/107998601959525421120,-9.2233720368547758e+18,/g/1tr8h_kk
New Day,New Day,+95 1 534 997,,"R43J+M2X, Baho Rd, Yangon","R43J+M2X, Baho Rd",Yangon,,16.8042430,96.1301010,Asia/Rangoon,"{""Monday"": [""5:30AM-8:30PM""], ""Tuesday"": [""5:30AM-8:30PM""], ""Wednesday"": [""5:30AM-8:30PM""], ""Thursday"": [""5:30AM-8:30PM""], ""Friday"": [""5:30AM-8:30PM""], ""Saturday"": [""5:30AM-8:30PM""], ""Sunday"": [""5:30AM-8:30PM""]}","Sunday,5:30AM,8:30PM|Monday,5:30AM,8:30PM|Tuesday,5:30AM,8:30PM|Wednesday,5:30AM,8:30PM|Thursday,5:30AM,8:30PM|Friday,5:30AM,8:30PM|Saturday,5:30AM,8:30PM",False,None,New Day,,6.5160542696279347e+18,/g/11b5wljml0
PETRO GREEN(KMD),Petro Green Kmd,+95 9 778 710570,,"R46F+Q98, Pann Pin Gyi St, Yangon","R46F+Q98, Pann Pin Gyi St",Yangon,,16.811741999999999,96.12352400000000,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,PETRO GREEN(KMD),,-9.2233720368547758e+18,/g/11whpvk_fn
MMTM Petrol Station,Mmtm Petrol Station,+95 9 751 183170,,"Yangon - Mandalay Hwy, Bago",Yangon - Mandalay Hwy,Bago,,17.259388000000001,96.4709090,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,MMTM Petrol Station,https://www.google.com/maps/contrib/101519589856516331940,7.9060783999097047e+18,/g/11c6fgbxm5
Farmer Fuel Station (Htonebo),Farmer Fuel Station Htonebo,+95 9 201 4431,,"V6H3+78F, ကျောက်ဆည်",V6H3+78F,ကျောက်ဆည်,,21.8781900,96.2032890,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Farmer Fuel Station,,-9.2233720368547758e+18,/g/11g6mh39pf
Thein Than (Pump Station),Thein Than Pump Station,+95 9 797 756456,,"9W55+62J, Gokteik",9W55+62J,Gokhteik,,22.358097000000001,96.90752000000001,Asia/Rangoon,,,False,None,Thein Than,,-9.2233720368547758e+18,/g/11h41qxjcz
MMTM Petrol Station,Mmtm Petrol Station,+95 9 663 180608,,"အင္း၀င္(13 လမ္း, ပဲခူးမြို့",အင္း၀င္(13 လမ္း,ပဲခူးမြို့,,21.916221,95.955974,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,MMTM Petrol Station,,4.2611085966949878e+18,/g/11lsz2fcvn
Tain Hiyan Flower (THF)Petrol Station,Tain Hiyan Flower Thf Petrol Station,+95 9 42917 2605,,"yangon highway (Rakhine Highway Road, Sittwe",yangon highway (Rakhine Highway Road,Sittwe,,20.269311999999999,92.8590620,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,Tain Hiyan Flower,https://www.google.com/maps/contrib/103714917556640137538,2.726263295861739e+18,/g/11gsmtbv9x
Max Energy (Pantanaw),Max Energy Pantanaw,+95 9 891 755027,https://www.maxenergy.com.mm/,Pantanaw,,Pantanaw,,16.989404000000000,95.4656780,Asia/Rangoon,"{""Monday"": [""5AM-8PM""], ""Tuesday"": [""5AM-8PM""], ""Wednesday"": [""5AM-8PM""], ""Thursday"": [""5AM-8PM""], ""Friday"": [""5AM-8PM""], ""Saturday"": [""5AM-8PM""], ""Sunday"": [""5AM-8PM""]}","Sunday,5AM,8PM|Monday,5AM,8PM|Tuesday,5AM,8PM|Wednesday,5AM,8PM|Thursday,5AM,8PM|Friday,5AM,8PM|Saturday,5AM,8PM",False,None,Max Energy,,-9.2233720368547758e+18,/g/11dftkj_hz
Hla Kabar,Hla Kabar,+95 9 44556 2829,,"53JC+23Q, Ywar Chaung Gyi Steet, Pauktaw Township,Rakhine State,Myanmar[burma] 07081","53JC+23Q, Ywar Chaung Gyi Steet","Pauktaw Township,Rakhine State,Myanmar[burma]",7081,20.180081000000001,93.070246,Asia/Rangoon,"{""Monday"": [""6AM-5PM""], ""Tuesday"": [""6AM-5PM""], ""Wednesday"": [""6AM-5PM""], ""Thursday"": [""6AM-5PM""], ""Friday"": [""6AM-5PM""], ""Saturday"": [""6AM-5PM""], ""Sunday"": [""Closed""]}","Monday,6AM,5PM|Tuesday,6AM,5PM|Wednesday,6AM,5PM|Thursday,6AM,5PM|Friday,6AM,5PM|Saturday,6AM,5PM",False,None,Hla Kabar,,2.1795659012008558e+18,/g/11d_tqj8d_
Max Energy (Pathein-1),Max Energy Pathein 1,+95 9 891 755029,http://www.maxenergy.com.mm/,"RQ29+FRM, Lon Kan Ward",RQ29+FRM,Lon Kan Ward,,16.8012090,94.76953200000000,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,Max Energy,,5.2350637186827858e+18,/g/11cn7vg74p
Max Energy (Twantay),Max Energy Twantay,+95 9 891 755182,http://www.maxenergy.com.mm/,"P27M+J55, Payagi",P27M+J55,Payagi,,16.7139230,96.0329950,Asia/Rangoon,"{""Monday"": [""5AM-10PM""], ""Tuesday"": [""5AM-10PM""], ""Wednesday"": [""5AM-10PM""], ""Thursday"": [""5AM-10PM""], ""Friday"": [""5AM-10PM""], ""Saturday"": [""5AM-10PM""], ""Sunday"": [""5AM-10PM""]}","Sunday,5AM,10PM|Monday,5AM,10PM|Tuesday,5AM,10PM|Wednesday,5AM,10PM|Thursday,5AM,10PM|Friday,5AM,10PM|Saturday,5AM,10PM",False,None,Max Energy,,1.7734752298397153e+18,/g/11vcmdc9xq
Max Energy (Pathein-2),Max Energy Pathein 2,+95 9 891 755030,http://www.maxenergy.com.mm/,"RQGV+5CJ, Koesuu Village, Yangon-Pathein Main Road, Near Pathein Toll Gate, Pathein Township","RQGV+5CJ, Koesuu Village, Yangon-Pathein Main Road, Near Pathein Toll Gate",Pathein Township,,16.8254510,94.7935020,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,Max Energy,,7.9349504019520653e+17,/g/11f57fsw8c
Top စက်သုံးဆီအရောင်းဆိုင် (ကန်သာ),Top စက်သုံးဆီအရောင်းဆိုင် ကန်သာ,+95 9 40088 9980,,"Mandalay Mogok Road, Madaya",Mandalay Mogok Road,Madaya,,22.2210040,96.11894300000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,Top စက်သုံးဆီအရောင်းဆိုင်,https://www.google.com/maps/contrib/108169634956569675317,6.8101098627618058e+18,/g/11n4dy7dhk
BOC Best Oil Company.,Boc Best Oil Company,+95 9 777 555855,,"V6GQ+45R, Mandalay - Lashio Rd, Ohn Chaw","V6GQ+45R, Mandalay - Lashio Rd",Ohn Chaw,,21.8753740,96.23788600000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,BOC Best Oil Company.,,-9.2233720368547758e+18,/g/11gtz0qyrc
Top စက်သုံးဆီအရောင်းဆိုင်(ကန်ဖြူ),Top စက်သုံးဆီအရောင်းဆိုင် ကန်ဖြူ,+95 9 40088 9980,,"Mandalay Mogok Road, Madaya",Mandalay Mogok Road,Madaya,,22.2097990,96.1316080,Asia/Rangoon,"{""Monday"": [""4:30AM-10PM""], ""Tuesday"": [""4:30AM-10PM""], ""Wednesday"": [""4:30AM-10PM""], ""Thursday"": [""4:30AM-10PM""], ""Friday"": [""4:30AM-10PM""], ""Saturday"": [""4:30AM-10PM""], ""Sunday"": [""4:30AM-10PM""]}","Sunday,4:30AM,10PM|Monday,4:30AM,10PM|Tuesday,4:30AM,10PM|Wednesday,4:30AM,10PM|Thursday,4:30AM,10PM|Friday,4:30AM,10PM|Saturday,4:30AM,10PM",True,-9.2233720368547758e+18,Top စက်သုံးဆီအရောင်းဆိုင်(ကန်ဖြူ),https://www.google.com/maps/contrib/107873705404920717574,3.250100364768001e+18,/g/11q2rc18mw
SBP Oil (Pakokku Station),Sbp Oil Pakokku Station,+95 9 775 774773,,"83V6+PHF, Pakokku",83V6+PHF,Pakokku,,21.3443110,95.0614350,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,SBP Oil,,2.7511248145059584e+18,/g/11g01vhfv7
Shwe Wah Petrol Station,Shwe Wah Petrol Station,+95 9 42811 4228,,Taungoo,,Taungoo,,18.943504999999998,96.419366,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,Shwe Wah Petrol Station,https://www.google.com/maps/contrib/102635400345803835654,-9.2233720368547758e+18,/g/11cs195n3l
"DENKO, Taungoo_02_ _BGO",Denko Taungoo_02_ _Bgo,+95 9 940 671416,http://www.denkomyanmar.com/,"Thantaung Road, Taungoo",Thantaung Road,Taungoo,,18.9542250,96.4765690,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, Taungoo_02_ _BGO",https://www.google.com/maps/contrib/112520729486486594445,-9.2233720368547758e+18,/g/11sk0r2_n0
"DENKO, Taungoo_01 _ _ BGO",Denko Taungoo_01 _ _ Bgo,+95 9 940 549292,,"ရန်ကုန် - မန္တလေးလမ်း, တောင်ငူ",ရန်ကုန် - မန္တလေးလမ်း,တောင်ငူ,,19.0270950,96.3755320,Asia/Rangoon,"{""Monday"": [""4AM-9PM""], ""Tuesday"": [""4AM-9PM""], ""Wednesday"": [""4AM-9PM""], ""Thursday"": [""4AM-9PM""], ""Friday"": [""4AM-9PM""], ""Saturday"": [""4AM-9PM""], ""Sunday"": [""4AM-9PM""]}","Sunday,4AM,9PM|Monday,4AM,9PM|Tuesday,4AM,9PM|Wednesday,4AM,9PM|Thursday,4AM,9PM|Friday,4AM,9PM|Saturday,4AM,9PM",True,-9.2233720368547758e+18,"DENKO, Taungoo_01 _ _ BGO",https://www.google.com/maps/contrib/117913843959664806526,4.3668816007893699e+18,/g/11fntb2_1d
Max Energy (Monywa),Max Energy Monywa,+95 9 891 755039,https://www.maxenergy.com.mm/,"Beside Monywa-Mandalay Main Road, Aung Thar Village Group, Monywa","Beside Monywa-Mandalay Main Road, Aung Thar Village Group",Monywa,,22.1215510,95.15363300000000,Asia/Rangoon,"{""Monday"": [""5AM-8PM""], ""Tuesday"": [""5AM-8PM""], ""Wednesday"": [""5AM-8PM""], ""Thursday"": [""5AM-8PM""], ""Friday"": [""5AM-8PM""], ""Saturday"": [""5AM-8PM""], ""Sunday"": [""5AM-8PM""]}","Sunday,5AM,8PM|Monday,5AM,8PM|Tuesday,5AM,8PM|Wednesday,5AM,8PM|Thursday,5AM,8PM|Friday,5AM,8PM|Saturday,5AM,8PM",False,None,Max Energy,,4.7316089893636792e+18,/g/11q9pjr8vt
Regency,Regency,+95 2 62 200,,"X496+44Q, Mandalay",X496+44Q,Mandalay,,21.9678450,96.1103670,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Regency,,-9.2233720368547758e+18,/g/11b72hsg8d
Shwe Byaing Phyu Petrol Station,Shwe Byaing Phyu Petrol Station,+95 9 775 774773,,"72W6+P4G, Yangon - Mandalay Rd, ဝမ်းတွင်း","72W6+P4G, Yangon - Mandalay Rd",ဝမ်းတွင်း,,21.2968110,96.0103150,Asia/Rangoon,"{""Thursday"": [""Open 24 hours""]}",,False,None,Shwe Byaing Phyu Petrol Station,,-9.2233720368547758e+18,/g/11fxf8_gnx
Minn Khant Kyaw Fuel Station,Minn Khant Kyaw Fuel Station,+95 57 70 590,,"VRGW+VF8, minn khant, Meiktila","VRGW+VF8, minn khant",Meiktila,,20.8771730,95.8461880,Asia/Rangoon,,,False,None,Minn Khant Kyaw Fuel Station,,6.9049480251613018e+17,/g/11nnnmhrrw
Max Energy (Meiktila-2),Max Energy Meiktila 2,+95 9 891 755032,https://www.maxenergy.com.mm/,"သဖန်းညောင်ဇောက်ရပ်, Meiktila",သဖန်းညောင်ဇောက်ရပ်,Meiktila,,20.9129210,95.848069,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,Max Energy,,1.0253310341500177e+18,/g/11tdt8trym
suyamin energy,Suyamin Energy,+95 9 220 1698,,"WR8V+XXQ, meiktila~myingun road, Meiktila","WR8V+XXQ, meiktila~myingun road",Meiktila,,20.9174630,95.84497600000000,Asia/Rangoon,,,False,None,suyamin energy,,2.2700775678773345e+18,/g/11n13kf49h
နဝရတ် ဓါတ်ဆီဆိုင်,နဝရတ် ဓါတ်ဆီဆိုင်,+95 9 783 766406,,,,MM,,20.8466830,95.8076580,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,နဝရတ် ဓါတ်ဆီဆိုင်,https://www.google.com/maps/contrib/110710925678246081961,-9.2233720368547758e+18,/g/11cr_27r7f
"DENKO, Meiktila_01 _ Tawma _ MDY",Denko Meiktila_01 _ Tawma _ Mdy,+95 9 940 549257,http://www.denkomyanmar.com/,"VW93+RMP, Meiktila",VW93+RMP,Meiktila,,20.8693490,95.9028550,Asia/Rangoon,"{""Monday"": [""4AM-10PM""], ""Tuesday"": [""4AM-10PM""], ""Wednesday"": [""4AM-10PM""], ""Thursday"": [""4AM-10PM""], ""Friday"": [""4AM-10PM""], ""Saturday"": [""4AM-10PM""], ""Sunday"": [""4AM-10PM""]}","Sunday,4AM,10PM|Monday,4AM,10PM|Tuesday,4AM,10PM|Wednesday,4AM,10PM|Thursday,4AM,10PM|Friday,4AM,10PM|Saturday,4AM,10PM",True,-9.2233720368547758e+18,"DENKO, Meiktila_01 _ Tawma _ MDY",https://www.google.com/maps/contrib/116914962467786917044,-9.2233720368547758e+18,/g/11wxsjnmv9
Lucky Energy,Lucky Energy,+95 9 220 1937,,"VVWF+9PG, Yangon - Mandalay Rd, Meiktila","VVWF+9PG, Yangon - Mandalay Rd",Meiktila,,20.8959490,95.8743140,Asia/Rangoon,,,False,None,Lucky Energy,,-9.2233720368547758e+18,/g/11j84y0905
Max Energy (Meiktila-3),Max Energy Meiktila 3,+95 9 891 755033,http://www.maxenergy.com.mm/,"WV6X+6M2, Tha Phay Wa",WV6X+6M2,Tha Phay Wa,,20.9108530,95.89932200000000,Asia/Rangoon,"{""Monday"": [""5AM-10PM""], ""Tuesday"": [""5AM-10PM""], ""Wednesday"": [""5AM-10PM""], ""Thursday"": [""5AM-10PM""], ""Friday"": [""5AM-10PM""], ""Saturday"": [""5AM-10PM""], ""Sunday"": [""5AM-10PM""]}","Sunday,5AM,10PM|Monday,5AM,10PM|Tuesday,5AM,10PM|Wednesday,5AM,10PM|Thursday,5AM,10PM|Friday,5AM,10PM|Saturday,5AM,10PM",False,None,Max Energy,,-9.2233720368547758e+18,/g/11svnl1xrr
Max Energy (Meiktila-1),Max Energy Meiktila 1,+95 9 891 755031,http://www.maxenergy.com.mm/,"RQ79+GXH, Thee Gone High Way Road, Meiktila","RQ79+GXH, Thee Gone High Way Road",Meiktila,,20.8138200,95.76999200000000,Asia/Rangoon,"{""Monday"": [""6AM-8PM""], ""Tuesday"": [""6AM-8PM""], ""Wednesday"": [""6AM-8PM""], ""Thursday"": [""6AM-8PM""], ""Friday"": [""6AM-8PM""], ""Saturday"": [""6AM-8PM""], ""Sunday"": [""6AM-8PM""]}","Sunday,6AM,8PM|Monday,6AM,8PM|Tuesday,6AM,8PM|Wednesday,6AM,8PM|Thursday,6AM,8PM|Friday,6AM,8PM|Saturday,6AM,8PM",False,None,Max Energy,,1.3698823471178281e+18,/g/12qg5kk9m
Linn Lark (လင်းလက်),Linn Lark လင်းလက်,+95 9 256 485 303,,"VVG6+J3M at, construction compound of Nandawkone quater, Meiktila","VVG6+J3M at, construction compound of Nandawkone quater",Meiktila,,20.876593000000000,95.8601610,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Linn Lark,,3.569222733945922e+18,/g/11js2w6df8
Petro K (Meiktila),Petro K Meiktila,+95 9 786 629340,,"Near Mile Post No.5, Meikhtila-Kyaukpadaung Road Meikhtila Township, Meiktila 05181","Near Mile Post No.5, Meikhtila-Kyaukpadaung Road Meikhtila Township",Meiktila,5181,20.831845000000001,95.789643,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,True,-9.2233720368547758e+18,Petro K,https://www.google.com/maps/contrib/112513275317007839463,7.0854524985000899e+18,/g/11c6w0q3qs
Shwe Taung Pan Petrol Station,Shwe Taung Pan Petrol Station,+95 9 201 2482,,"RQQX+G9W, Meiktila",RQQX+G9W,Meiktila,,20.8388540,95.79844500000000,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,Shwe Taung Pan Petrol Station,,-9.2233720368547758e+18,/g/11h048khtj
အောင်ကောင်းပြည့် စက်သုံးဆီဆိုင်,အောင်ကောင်းပြည့် စက်သုံးဆီဆိုင်,+95 9 216 5922,,"RQRX+3PR, Kyaukpadaung-Meiktila Highway Rd, Meiktila","RQRX+3PR, Kyaukpadaung-Meiktila Highway Rd",Meiktila,,20.8402340,95.7992740,Asia/Rangoon,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,False,None,အောင်ကောင်းပြည့် စက်သုံးဆီဆိုင်,,-9.2233720368547758e+18,/g/11ltpw_q_z
ဦးမြင့်စိုးစက်သုံးဆီအရောင်းဆိုင်,ဦးမြင့်စိုးစက်သုံးဆီအရောင်းဆိုင်,+95 9 430 14313,,"Yangon-Mandalay high way, Meiktila 05181",Yangon-Mandalay high way,Meiktila,5181,20.831341999999999,95.90077900000000,Asia/Rangoon,,,True,-9.2233720368547758e+18,ဦးမြင့်စိုးစက်သုံးဆီအရောင်းဆိုင်,https://www.google.com/maps/contrib/117062940522278628302,6.9360759846200924e+18,/g/11wj22bjx_
Newday ND-008,Newday Nd 008,+95 9 765 421008,,"Mandalay, Meiktila",Mandalay,Meiktila,,20.918896000000000,95.90644300000000,Asia/Rangoon,"{""Monday"": [""6AM-7PM""], ""Tuesday"": [""6AM-7PM""], ""Wednesday"": [""6AM-7PM""], ""Thursday"": [""6AM-7PM""], ""Friday"": [""6AM-7PM""], ""Saturday"": [""6AM-7PM""], ""Sunday"": [""6AM-7PM""]}","Sunday,6AM,7PM|Monday,6AM,7PM|Tuesday,6AM,7PM|Wednesday,6AM,7PM|Thursday,6AM,7PM|Friday,6AM,7PM|Saturday,6AM,7PM",False,None,Newday ND-008,,3.7175725064392899e+18,/g/11f4m4h2mr
